Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
891,Mahindra,Scorpio-N,2018,Diesel,Automatic,2177035.5,14.6,2184,7,7008.65
892,Volkswagen,Taigun,2024,Petrol,Automatic,1595286.03,15.3,1498,5,7099.68
893,Tata Motors,Nexon,2020,Diesel,Automatic,1444252.1,19.2,1497,5,4338.01
894,Renault,Duster,2016,Petrol,Manual,1096392.6,15.1,1461,5,4020.3
895,Kia,Sonet,2016,Diesel,Manual,1225619.88,18.3,998,5,4477.74
896,Toyota,Urban Cruiser,2021,Petrol,Automatic,1108450.39,19.0,1462,5,2765.63
897,Maruti Suzuki,WagonR,2019,Petrol,Automatic,703995.36,21.1,998,5,2689.93
898,Hyundai,Verna,2016,Diesel,Automatic,1054451.49,17.1,1497,5,4464.39
899,Kia,Carens,2021,Petrol,Automatic,1278401.0,17.9,1497,7,6567.9
900,Tata Motors,Tiago,2020,Petrol,Manual,632421.54,22.6,1199,5,2749.44
901,Skoda,Octavia,2019,Diesel,Automatic,2363846.41,14.3,1968,5,10219.8
902,Toyota,Camry,2019,Diesel,Automatic,4288011.53,16.5,2487,5,10938.6
903,Kia,Carnival,2024,Petrol,Automatic,2449778.86,14.3,2199,7,10619.33
904,Honda,Jazz,2021,Petrol,Automatic,895414.26,17.0,1199,5,3493.87
905,Hyundai,Verna,2023,Petrol,Manual,1455107.51,18.0,1497,5,5812.11
906,Renault,Triber,2015,Diesel,Manual,832286.98,18.8,999,7,4003.98
907,Tata Motors,Punch,2020,Petrol,Manual,985219.61,19.6,1199,5,4448.51
908,Renault,Kiger,2016,Petrol,Automatic,904079.57,18.0,999,5,4415.57
909,Tata Motors,Harrier,2018,Petrol,Automatic,1555985.97,16.7,2184,7,6886.58
910,Honda,City,2018,Diesel,Automatic,1120244.29,17.1,1498,5,5765.79
911,Maruti Suzuki,WagonR,2021,Diesel,Manual,736858.97,24.5,998,5,2924.98
912,Tata Motors,Altroz,2017,Diesel,Manual,863711.45,20.0,1199,5,2934.67
913,Kia,Carens,2019,Petrol,Manual,1103535.83,15.4,1497,7,6551.78
914,Skoda,Superb,2024,Petrol,Manual,3313931.5,15.5,1984,5,8295.38
915,Mahindra,Scorpio-N,2023,Petrol,Automatic,2119177.05,15.5,2184,7,7724.51
916,Honda,Amaze,2024,Petrol,Manual,780339.41,19.2,1199,5,4714.65
917,Kia,Carnival,2015,Diesel,Manual,2465888.74,13.3,2199,7,10313.2
918,Skoda,Superb,2019,Petrol,Manual,3363757.06,14.0,1984,5,10572.32
919,Tata Motors,Altroz,2019,Petrol,Manual,656997.0,19.4,1199,5,3102.99
920,Renault,Duster,2020,Petrol,Manual,1060080.9,15.3,1461,5,4034.48
921,Maruti Suzuki,Swift,2020,Petrol,Automatic,719425.35,21.5,1197,5,3728.2
922,Maruti Suzuki,Swift,2021,Petrol,Automatic,811039.31,23.4,1197,5,3570.41
923,Hyundai,i20,2021,Electric,Manual,1181205.68,20.4,1197,5,4919.26
924,Hyundai,Verna,2021,Petrol,Automatic,1497305.17,20.0,1497,5,6228.21
925,Volkswagen,Vento,2019,Diesel,Manual,1132210.8,18.9,1598,5,4293.31
926,Mahindra,Thar,2021,Petrol,Manual,1416311.05,14.6,2184,4,7463.94
927,Toyota,Camry,2019,Petrol,Automatic,4549444.92,16.2,2487,5,11777.31
928,Volkswagen,Taigun,2015,Electric,Manual,1676327.47,15.5,1498,5,5947.67
929,Toyota,Fortuner,2020,Petrol,Manual,3669406.21,14.3,2755,7,11880.28
930,Volkswagen,Taigun,2019,Petrol,Manual,1604861.85,17.6,1498,5,6571.39
931,Mahindra,Thar,2023,Petrol,Automatic,1412469.29,13.2,2184,4,6340.46
932,Tata Motors,Punch,2021,Petrol,Manual,701435.61,21.1,1199,5,3725.1
933,Tata Motors,Altroz,2020,Petrol,Automatic,714650.94,19.3,1199,5,3379.99
934,Toyota,Urban Cruiser,2018,Diesel,Automatic,1128231.54,19.2,1462,5,3780.79
935,Tata Motors,Nexon,2023,Petrol,Manual,1351562.12,20.0,1497,5,5645.98
936,Renault,Triber,2024,Diesel,Automatic,703285.6,18.0,999,7,4083.92
937,Skoda,Rapid,2016,Electric,Manual,945952.37,17.3,1197,5,4256.65
938,Toyota,Glanza,2023,Petrol,Automatic,889854.31,20.4,1197,5,3808.78
939,Kia,Carnival,2024,Electric,Manual,2871661.21,15.5,2199,7,9826.0
940,Kia,Carens,2019,Petrol,Automatic,1460121.78,17.9,1497,7,8062.59
941,Tata Motors,Tiago,2016,Diesel,Automatic,651488.37,20.0,1199,5,3709.53
942,Tata Motors,Tiago,2015,Petrol,Manual,622332.04,21.7,1199,5,3257.97
943,Renault,Kwid,2020,Electric,Manual,566982.7,24.9,999,5,2140.42
944,Honda,Amaze,2019,Diesel,Manual,860106.44,20.9,1199,5,4143.76
945,Tata Motors,Harrier,2018,Petrol,Automatic,1678308.2,17.3,2184,7,6278.43
946,Renault,Triber,2018,Petrol,Automatic,757283.17,17.3,999,7,3784.81
947,Toyota,Camry,2020,Diesel,Automatic,4535067.39,16.1,2487,5,12279.02
948,Toyota,Fortuner,2021,Diesel,Manual,3015073.4,14.1,2755,7,13087.35
949,Renault,Kwid,2017,Petrol,Manual,569157.92,22.2,999,5,2858.29
950,Mahindra,XUV700,2023,Electric,Automatic,2415679.66,17.3,1997,5,5665.27
951,Renault,Lodgy,2016,Petrol,Automatic,983520.46,22.4,1461,7,4967.55
952,Honda,Amaze,2019,Diesel,Automatic,790083.01,20.8,1199,5,4789.4
953,Volkswagen,Tiguan,2024,Petrol,Automatic,3597559.28,13.4,1984,5,11680.55
954,Hyundai,i20,2016,Petrol,Manual,853312.63,21.3,1197,5,5330.88
955,Mahindra,Scorpio-N,2024,Petrol,Automatic,2285024.73,16.3,2184,7,6702.77
956,Kia,Seltos,2021,Petrol,Manual,1547047.94,18.3,1497,5,5385.21
957,Hyundai,Verna,2019,Diesel,Manual,1011131.76,17.3,1497,5,5336.27
958,Renault,Triber,2022,Petrol,Manual,971598.9,19.3,999,7,4613.41
959,Maruti Suzuki,Ertiga,2023,Diesel,Manual,1092677.61,18.1,1462,7,5800.86
960,Kia,EV6,2021,CNG,Automatic,6047216.93,503.6,2397,5,11030.18
961,Honda,Civic,2024,Petrol,Manual,2076285.52,16.0,1799,5,8135.46
962,Tata Motors,Tiago,2019,Petrol,Manual,694897.7,20.9,1199,5,2770.95
963,Hyundai,Creta,2023,Electric,Manual,1455752.16,16.1,1497,5,5051.28
964,Volkswagen,Polo,2022,Petrol,Automatic,973775.1,18.2,999,5,4198.48
965,Renault,Triber,2017,Petrol,Automatic,984739.05,18.5,999,7,4894.14
966,Toyota,Fortuner,2016,Petrol,Automatic,4502760.65,13.6,2755,7,14309.16
967,Renault,Triber,2021,Diesel,Automatic,897252.68,19.3,999,7,3988.22
968,Maruti Suzuki,Baleno,2021,Petrol,Automatic,951386.71,19.8,1197,5,3599.55
969,Maruti Suzuki,Dzire,2020,Diesel,Manual,996383.33,20.6,1197,5,4203.96
970,Renault,Triber,2015,Petrol,Automatic,987456.93,19.1,999,7,5009.04
971,Mahindra,Scorpio-N,2022,Petrol,Manual,2331174.18,14.7,2184,7,8637.62
972,Toyota,Innova Crysta,2019,Petrol,Automatic,2089188.92,14.0,2393,7,6897.31
973,Renault,Triber,2016,Petrol,Automatic,771825.62,18.3,999,7,3820.62
974,Hyundai,Verna,2021,Petrol,Automatic,1452196.45,17.3,1497,5,5517.46
975,Tata Motors,Harrier,2022,Petrol,Manual,1644017.58,17.4,2184,7,7269.35
976,Renault,Lodgy,2017,Petrol,Manual,997664.49,22.2,1461,7,4964.04
977,Skoda,Slavia,2018,Petrol,Manual,1575992.13,18.5,1498,5,6568.65
978,Skoda,Kushaq,2016,Diesel,Manual,1380277.28,16.3,1498,5,6458.41
979,Skoda,Rapid,2017,Diesel,Automatic,1044777.21,16.6,1197,5,5519.24
980,Skoda,Octavia,2017,Diesel,Automatic,2383979.44,15.8,1968,5,8968.64
981,Toyota,Glanza,2023,Diesel,Manual,877989.54,19.1,1197,5,4196.91
982,Honda,Jazz,2017,Petrol,Automatic,773526.68,17.9,1199,5,3723.65
983,Maruti Suzuki,Dzire,2023,Petrol,Manual,995256.32,21.3,1197,5,4571.69
984,Kia,Carens,2020,Diesel,Automatic,1553220.34,19.0,1497,7,7110.91
985,Hyundai,i20,2024,Petrol,Automatic,820138.98,20.5,1197,5,4835.08
986,Mahindra,Scorpio-N,2023,Petrol,Automatic,2359312.52,16.9,2184,7,6144.91
987,Honda,City,2023,Petrol,Manual,1435003.68,17.3,1498,5,4654.48
988,Honda,City,2015,Diesel,Automatic,1393980.76,18.7,1498,5,4146.03
989,Honda,Jazz,2018,Petrol,Automatic,847242.95,18.5,1199,5,3982.54
990,Renault,Lodgy,2015,CNG,Manual,1014709.24,22.5,1461,7,3858.8
991,Maruti Suzuki,Swift,2022,Electric,Manual,684163.14,21.6,1197,5,3092.49
992,Renault,Triber,2019,Petrol,Automatic,803057.98,19.2,999,7,3896.46
993,Volkswagen,Taigun,2018,Diesel,Manual,1210147.01,17.4,1498,5,6341.78
994,Tata Motors,Nexon,2017,Petrol,Manual,1141810.24,20.8,1497,5,5531.8
995,Kia,Seltos,2024,Diesel,Automatic,1651660.43,17.8,1497,5,6224.47
996,Mahindra,Scorpio-N,2022,Diesel,Automatic,1937762.87,16.2,2184,7,6135.4
997,Skoda,Kushaq,2015,Diesel,Manual,1716247.78,17.2,1498,5,6719.63
998,Renault,Triber,2021,Diesel,Automatic,728251.63,20.0,999,7,3520.85
999,Tata Motors,Nexon,2015,Diesel,Manual,1047382.9,19.5,1497,5,4348.98
1000,Honda,Amaze,2024,Petrol,Automatic,795276.14,20.1,1199,5,3326.3
1001,Kia,Carnival,2018,CNG,Manual,3203434.33,14.0,2199,7,13141.75
1002,Tata Motors,Nexon,2019,Petrol,Manual,1377844.17,19.2,1497,5,4726.4
1003,Tata Motors,Nexon,2021,Petrol,Manual,1234812.46,19.0,1497,5,5477.82
1004,Volkswagen,Virtus,2016,Petrol,Automatic,1599604.16,18.2,1498,5,6649.78
1005,Skoda,Superb,2022,Petrol,Automatic,3386738.34,13.2,1984,5,9945.95
1006,Skoda,Slavia,2017,Petrol,Automatic,1165586.07,17.2,1498,5,5265.5
1007,Mahindra,Scorpio-N,2020,Petrol,Manual,2215427.23,15.9,2184,7,7484.59
1008,Maruti Suzuki,WagonR,2023,Diesel,Automatic,778088.16,22.3,998,5,2530.66
1009,Mahindra,XUV300,2018,Petrol,Automatic,1017451.59,17.3,1197,5,4714.44
1010,Tata Motors,Altroz,2022,Petrol,Manual,917739.35,20.7,1199,5,4029.62
1011,Mahindra,Thar,2020,Electric,Automatic,1637361.68,14.3,2184,4,8028.86
1012,Toyota,Urban Cruiser,2023,Petrol,Manual,904599.34,18.9,1462,5,3111.72
1013,Kia,EV6,2018,Diesel,Automatic,6241537.57,504.3,2397,5,10135.45
1014,Hyundai,Venue,2018,Diesel,Manual,998146.26,20.7,998,5,4079.85
1015,Tata Motors,Tiago,2021,Petrol,Manual,708938.02,20.8,1199,5,2817.78
1016,Hyundai,i20,2018,Petrol,Automatic,1130787.67,21.2,1197,5,4234.34
1017,Toyota,Glanza,2023,Diesel,Automatic,822105.22,20.0,1197,5,3187.19
1018,Mahindra,Scorpio-N,2016,Petrol,Automatic,2296564.85,16.9,2184,7,7863.87
1019,Volkswagen,Tiguan,2018,Diesel,Automatic,3546021.1,12.7,1984,5,12953.95
1020,Volkswagen,Taigun,2024,CNG,Automatic,1681955.11,15.4,1498,5,7583.32
1021,Mahindra,Scorpio-N,2015,Petrol,Automatic,1613376.64,14.6,2184,7,6166.64
1022,Tata Motors,Nexon,2020,Diesel,Manual,1054584.24,20.0,1497,5,4283.86
1023,Kia,EV6,2022,Petrol,Automatic,6248730.83,504.0,2397,5,9998.59
1024,Hyundai,Verna,2020,Petrol,Automatic,1186608.23,17.2,1497,5,5726.07
1025,Renault,Duster,2016,Diesel,Automatic,1149409.77,14.5,1461,5,3759.1
1026,Tata Motors,Tiago,2017,Diesel,Manual,554495.65,21.6,1199,5,3331.36
1027,Kia,Seltos,2016,CNG,Automatic,1200107.74,16.5,1497,5,6844.04
1028,Mahindra,Bolero,2018,Petrol,Manual,1129082.28,15.4,1493,7,4836.55
1029,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,931244.97,19.6,1462,7,4454.4
1030,Mahindra,Thar,2023,Diesel,Automatic,1351492.03,13.2,2184,4,5803.46
1031,Kia,EV6,2017,Petrol,Manual,6096685.38,519.4,2397,5,10687.65
1032,Toyota,Urban Cruiser,2020,Petrol,Manual,928992.32,17.6,1462,5,3669.19
1033,Maruti Suzuki,Swift,2022,Petrol,Manual,774715.45,22.1,1197,5,3534.78
1034,Maruti Suzuki,Baleno,2022,Petrol,Automatic,932039.7,21.8,1197,5,4106.83
1035,Maruti Suzuki,Swift,2023,Petrol,Manual,750469.37,22.9,1197,5,3408.43
1036,Honda,Jazz,2019,Petrol,Manual,790914.14,17.6,1199,5,3728.48
1037,Hyundai,Verna,2021,Petrol,Manual,1397415.25,17.4,1497,5,5434.24
1038,Skoda,Slavia,2021,Electric,Automatic,1634682.24,15.7,1498,5,5068.49
1039,Renault,Triber,2022,Diesel,Manual,916286.44,17.7,999,7,4390.19
1040,Renault,Duster,2019,Petrol,Manual,1148148.01,15.9,1461,5,3822.7
1041,Skoda,Rapid,2021,Petrol,Manual,960974.07,16.0,1197,5,4369.68
1042,Toyota,Fortuner,2019,Petrol,Manual,4844595.87,12.9,2755,7,14103.83
1043,Renault,Triber,2020,Petrol,Automatic,663271.69,18.2,999,7,3824.76
1044,Mahindra,Scorpio-N,2016,CNG,Automatic,1945714.52,14.1,2184,7,6518.16
1045,Mahindra,XUV300,2021,Petrol,Manual,1178821.98,16.7,1197,5,3728.06
1046,Maruti Suzuki,Ertiga,2023,Petrol,Manual,1209012.94,18.7,1462,7,6556.74
1047,Mahindra,Thar,2019,Diesel,Automatic,1340805.73,14.3,2184,4,7489.03
1048,Tata Motors,Altroz,2019,Diesel,Manual,772331.3,20.2,1199,5,2972.61
1049,Tata Motors,Tiago,2018,Diesel,Automatic,636790.89,22.5,1199,5,3313.82
1050,Volkswagen,Tiguan,2023,Petrol,Manual,3489014.61,15.6,1984,5,12770.61
1051,Hyundai,i10,2024,CNG,Automatic,591809.96,20.3,998,5,2924.44
1052,Kia,Carnival,2023,Petrol,Manual,2657514.85,15.4,2199,7,10311.83
1053,Toyota,Camry,2023,Diesel,Automatic,4209419.08,17.7,2487,5,9301.09
1054,Skoda,Kushaq,2020,Diesel,Manual,1168944.32,17.4,1498,5,5371.77
1055,Maruti Suzuki,Swift,2019,Petrol,Automatic,804025.44,23.3,1197,5,4161.95
1056,Kia,Carens,2017,Petrol,Manual,1373431.68,17.4,1497,7,6594.15
1057,Volkswagen,Polo,2020,Diesel,Manual,850321.08,19.8,999,5,4844.85
1058,Renault,Kiger,2018,CNG,Manual,703215.51,18.4,999,5,3256.51
1059,Renault,Lodgy,2023,Petrol,Automatic,1065611.62,21.5,1461,7,4266.32
1060,Tata Motors,Tiago,2018,CNG,Automatic,661352.34,20.3,1199,5,3010.67
1061,Kia,Seltos,2017,Diesel,Manual,1849315.23,16.6,1497,5,7123.26
1062,Toyota,Innova Crysta,2022,Diesel,Automatic,2652405.71,14.8,2393,7,9042.46
1063,Hyundai,Verna,2022,Diesel,Manual,1177102.99,19.9,1497,5,4319.99
1064,Renault,Duster,2022,Petrol,Automatic,1275277.8,15.6,1461,5,5222.48
1065,Mahindra,Thar,2015,Diesel,Manual,1454888.64,15.7,2184,4,7528.23
1066,Skoda,Superb,2024,Petrol,Automatic,3375370.62,13.4,1984,5,9313.14
1067,Toyota,Urban Cruiser,2020,Diesel,Manual,1033283.36,19.1,1462,5,3234.54
1068,Skoda,Rapid,2023,Petrol,Manual,815656.01,17.9,1197,5,4951.99
1069,Volkswagen,Polo,2023,Petrol,Manual,802236.65,17.0,999,5,3919.16
1070,Skoda,Superb,2015,Petrol,Manual,3563538.76,13.6,1984,5,10911.52
1071,Volkswagen,Virtus,2022,CNG,Manual,1473778.08,17.8,1498,5,5674.42
1072,Volkswagen,Vento,2021,Petrol,Manual,924156.61,18.8,1598,5,5687.38
1073,Hyundai,Verna,2016,Diesel,Automatic,1286650.7,19.7,1497,5,4504.42
1074,Maruti Suzuki,Swift,2016,Petrol,Automatic,820100.19,21.4,1197,5,3121.78
1075,Toyota,Innova Crysta,2022,Petrol,Automatic,2119638.56,16.0,2393,7,8826.27
1076,Skoda,Slavia,2016,Petrol,Automatic,1495009.2,15.1,1498,5,4895.87
1077,Skoda,Slavia,2023,Petrol,Automatic,1189183.49,15.7,1498,5,5873.85
1078,Maruti Suzuki,WagonR,2020,Petrol,Manual,719864.58,23.6,998,5,2494.09
1079,Renault,Kiger,2016,Petrol,Manual,891989.36,20.5,999,5,3809.66
1080,Honda,Civic,2022,Diesel,Automatic,1923059.11,15.4,1799,5,7104.75
1081,Kia,Carens,2021,Petrol,Automatic,1510137.88,17.9,1497,7,6755.51
1082,Maruti Suzuki,Baleno,2018,Diesel,Automatic,972303.32,21.1,1197,5,4125.42
1083,Kia,Seltos,2021,Petrol,Manual,1621298.12,18.3,1497,5,5768.53
1084,Toyota,Camry,2024,Electric,Manual,4310928.66,16.4,2487,5,10389.39
1085,Renault,Triber,2022,Petrol,Manual,752879.19,17.1,999,7,4000.65
1086,Maruti Suzuki,WagonR,2021,Petrol,Manual,580969.73,21.6,998,5,3172.89
1087,Skoda,Slavia,2019,Petrol,Automatic,1529596.35,15.0,1498,5,5288.85
1088,Maruti Suzuki,Dzire,2022,Diesel,Automatic,930767.37,20.3,1197,5,3531.42
1089,Skoda,Kushaq,2021,Diesel,Automatic,1610780.49,17.9,1498,5,7526.74
1090,Kia,Carnival,2018,Petrol,Manual,2816754.1,14.6,2199,7,10581.89
1091,Volkswagen,Taigun,2020,Petrol,Manual,1963991.77,15.9,1498,5,6959.97
1092,Renault,Lodgy,2016,Petrol,Automatic,922283.21,22.6,1461,7,3981.71
1093,Kia,Carens,2018,Petrol,Automatic,1018859.6,15.0,1497,7,6758.59
1094,Toyota,Glanza,2020,Petrol,Manual,898216.3,20.1,1197,5,4106.32
1095,Hyundai,i20,2018,Petrol,Automatic,807727.62,20.1,1197,5,5205.23
1096,Hyundai,Creta,2015,Diesel,Automatic,1308996.27,18.3,1497,5,6508.96
1097,Mahindra,XUV300,2020,Petrol,Automatic,1007200.02,19.6,1197,5,4133.14
1098,Mahindra,Bolero,2015,Diesel,Manual,1165561.99,16.4,1493,7,4248.49
1099,Volkswagen,Taigun,2023,Petrol,Manual,1501316.44,16.1,1498,5,7226.05
1100,Skoda,Octavia,2015,CNG,Manual,2614960.93,15.0,1968,5,9262.42
1101,Maruti Suzuki,Baleno,2023,Petrol,Manual,706345.11,21.4,1197,5,4100.52
1102,Toyota,Innova Crysta,2020,Petrol,Manual,2403104.79,14.2,2393,7,7224.25
1103,Hyundai,Venue,2022,Diesel,Automatic,1149648.12,18.1,998,5,4221.77
1104,Volkswagen,Polo,2016,Electric,Manual,991856.11,18.4,999,5,4066.01
1105,Maruti Suzuki,Baleno,2023,Petrol,Automatic,1027795.59,21.1,1197,5,3481.59
1106,Maruti Suzuki,WagonR,2018,Diesel,Automatic,735868.56,22.3,998,5,2351.48
1107,Honda,City,2018,Diesel,Automatic,1472068.43,18.2,1498,5,4878.2
1108,Maruti Suzuki,Swift,2015,Petrol,Automatic,919410.55,23.3,1197,5,3621.43
1109,Volkswagen,Vento,2017,Diesel,Manual,1017508.1,17.7,1598,5,4954.43
1110,Mahindra,XUV700,2016,Petrol,Automatic,2168525.59,17.4,1997,5,6023.52
1111,Skoda,Slavia,2015,Petrol,Automatic,1719677.23,16.4,1498,5,5305.24
1112,Kia,EV6,2019,Diesel,Automatic,6324318.28,503.0,2397,5,12229.55
1113,Toyota,Camry,2016,Petrol,Automatic,4072821.5,16.6,2487,5,10512.97
1114,Hyundai,Creta,2021,Diesel,Automatic,1238814.07,18.4,1497,5,6503.11
1115,Tata Motors,Punch,2024,Diesel,Automatic,818577.58,19.1,1199,5,3307.05
1116,Honda,WR-V,2024,Petrol,Manual,1044710.28,20.8,1199,5,3117.62
1117,Volkswagen,Taigun,2016,CNG,Manual,1207389.13,17.0,1498,5,5394.98
1118,Kia,EV6,2022,CNG,Automatic,6394126.64,509.0,2397,5,10040.81
1119,Renault,Kwid,2019,Petrol,Manual,554054.43,23.6,999,5,2059.13
1120,Kia,Sonet,2024,Petrol,Manual,843636.61,19.0,998,5,3776.23
1121,Toyota,Innova Crysta,2024,Petrol,Automatic,1922613.39,14.6,2393,7,8118.37
1122,Honda,WR-V,2024,Electric,Automatic,1037143.33,20.1,1199,5,4196.89
1123,Kia,Seltos,2018,Petrol,Automatic,1529783.3,17.0,1497,5,4848.96
1124,Kia,Carens,2021,Petrol,Manual,1264319.19,16.1,1497,7,6017.21
1125,Renault,Kwid,2021,Petrol,Manual,650160.47,23.6,999,5,2629.49
1126,Renault,Duster,2018,Petrol,Automatic,1375742.03,15.0,1461,5,3627.44
1127,Kia,EV6,2023,Petrol,Automatic,6118422.61,508.2,2397,5,13238.8
1128,Hyundai,i10,2018,Diesel,Manual,735818.83,18.8,998,5,2403.69
1129,Mahindra,Thar,2019,Petrol,Manual,1569653.19,14.7,2184,4,6546.35
1130,Kia,Seltos,2016,Petrol,Manual,1480629.68,17.0,1497,5,6025.33
1131,Hyundai,Venue,2021,Petrol,Automatic,974062.99,18.7,998,5,4726.92
1132,Kia,EV6,2024,Petrol,Automatic,6136877.6,511.0,2397,5,11364.3
1133,Honda,Jazz,2021,Petrol,Automatic,800911.41,17.9,1199,5,3918.24
1134,Skoda,Kushaq,2018,Petrol,Automatic,1525297.24,16.8,1498,5,5394.11
1135,Tata Motors,Altroz,2020,Petrol,Manual,701750.86,19.2,1199,5,3957.85
1136,Hyundai,i10,2016,Diesel,Automatic,760509.98,18.5,998,5,2949.38
1137,Hyundai,Venue,2022,Petrol,Automatic,810713.37,20.2,998,5,4632.63
1138,Toyota,Urban Cruiser,2016,Petrol,Automatic,910382.89,19.3,1462,5,3061.48
1139,Volkswagen,Taigun,2022,Petrol,Automatic,1193348.78,17.7,1498,5,5850.38
1140,Tata Motors,Nexon,2016,CNG,Manual,1249334.87,19.3,1497,5,3954.06
1141,Mahindra,XUV700,2020,Diesel,Manual,1972893.39,17.3,1997,5,6402.86
1142,Maruti Suzuki,Ertiga,2016,Diesel,Automatic,984966.57,20.8,1462,7,4484.66
1143,Volkswagen,Taigun,2016,Petrol,Manual,1701470.54,17.0,1498,5,7792.68
1144,Hyundai,i10,2019,Petrol,Manual,578586.64,20.8,998,5,2254.43
1145,Maruti Suzuki,Baleno,2023,Petrol,Manual,924775.96,20.3,1197,5,3837.48
1146,Maruti Suzuki,Baleno,2016,Diesel,Manual,961576.71,20.5,1197,5,3620.09
1147,Hyundai,Verna,2017,CNG,Manual,1424812.1,18.1,1497,5,6068.13
1148,Maruti Suzuki,Dzire,2022,Diesel,Automatic,716826.25,20.4,1197,5,4388.91
1149,Hyundai,i20,2019,Petrol,Manual,965810.62,19.8,1197,5,4398.76
1150,Honda,Jazz,2023,Diesel,Manual,756350.62,18.5,1199,5,4349.41
1151,Maruti Suzuki,Baleno,2015,Diesel,Automatic,998567.03,21.1,1197,5,3039.65
1152,Tata Motors,Altroz,2019,Diesel,Automatic,1079351.51,18.8,1199,5,2901.47
1153,Toyota,Urban Cruiser,2016,Petrol,Automatic,912860.76,19.1,1462,5,3484.68
1154,Skoda,Octavia,2020,Diesel,Automatic,2837700.17,15.0,1968,5,7453.59
1155,Skoda,Slavia,2016,CNG,Automatic,1617638.12,17.3,1498,5,6660.37
1156,Renault,Kiger,2018,Petrol,Manual,1113764.99,18.4,999,5,4060.29
1157,Renault,Duster,2015,Petrol,Automatic,1323867.94,14.5,1461,5,5157.65
1158,Toyota,Camry,2023,Petrol,Automatic,4099211.29,16.7,2487,5,10069.84
1159,Mahindra,XUV700,2017,Petrol,Automatic,1762375.86,17.8,1997,5,6085.18
1160,Honda,Civic,2018,Petrol,Automatic,1942486.18,14.3,1799,5,6600.67
1161,Maruti Suzuki,Dzire,2017,Diesel,Manual,741764.0,22.1,1197,5,4686.93
1162,Renault,Duster,2024,Petrol,Manual,1307645.18,14.7,1461,5,3904.71
1163,Toyota,Urban Cruiser,2020,Petrol,Automatic,975065.98,18.1,1462,5,3282.05
1164,Hyundai,Verna,2022,Diesel,Automatic,1455439.52,17.9,1497,5,5235.23
1165,Skoda,Slavia,2020,Petrol,Automatic,1356799.71,17.8,1498,5,7031.44
1166,Honda,WR-V,2017,Petrol,Automatic,1010977.74,18.9,1199,5,3579.53
1167,Mahindra,Scorpio-N,2022,Petrol,Automatic,2498250.19,16.5,2184,7,7269.07
1168,Kia,Carens,2019,Diesel,Manual,1371478.93,15.2,1497,7,7628.24
1169,Maruti Suzuki,Baleno,2021,Diesel,Automatic,968287.49,20.0,1197,5,2951.3
1170,Mahindra,XUV700,2023,Electric,Manual,2540548.66,17.4,1997,5,7240.91
1171,Hyundai,Creta,2024,Diesel,Automatic,1335754.9,17.2,1497,5,4807.49
1172,Tata Motors,Harrier,2024,Petrol,Manual,2263126.04,17.0,2184,7,8271.08
1173,Mahindra,XUV700,2015,Diesel,Manual,1833821.66,15.7,1997,5,5644.51
1174,Toyota,Glanza,2015,Diesel,Automatic,766488.84,19.3,1197,5,3002.67
1175,Mahindra,Scorpio-N,2023,Diesel,Automatic,2177547.97,16.0,2184,7,6842.24
1176,Tata Motors,Punch,2017,Petrol,Automatic,716378.52,22.0,1199,5,3728.41
1177,Kia,Seltos,2022,Petrol,Manual,1708963.4,16.1,1497,5,6112.06
1178,Honda,City,2015,Diesel,Manual,1293319.19,19.1,1498,5,5326.56
1179,Tata Motors,Nexon,2023,Petrol,Manual,1127295.76,20.4,1497,5,4748.52
1180,Kia,Sonet,2022,Petrol,Automatic,1273956.75,18.2,998,5,5320.63
1181,Toyota,Innova Crysta,2019,Petrol,Manual,2220504.82,16.0,2393,7,6449.02
1182,Kia,EV6,2021,Diesel,Automatic,6378671.71,518.0,2397,5,10638.04
1183,Renault,Triber,2021,Petrol,Manual,766805.23,19.7,999,7,3446.44
1184,Mahindra,Bolero,2015,Diesel,Automatic,1104360.06,16.8,1493,7,5483.85
1185,Kia,EV6,2019,Petrol,Automatic,6375969.38,503.7,2397,5,13050.95
1186,Tata Motors,Altroz,2020,Petrol,Manual,698398.83,20.9,1199,5,3285.59
1187,Honda,Civic,2017,Diesel,Automatic,2097386.01,15.6,1799,5,7879.36
1188,Toyota,Urban Cruiser,2019,Petrol,Manual,1164501.89,18.8,1462,5,3513.79
1189,Kia,Carens,2020,Petrol,Automatic,1005339.78,17.9,1497,7,6217.03
1190,Kia,Carens,2023,Electric,Manual,1283392.67,17.8,1497,7,6353.26
1191,Volkswagen,Virtus,2019,CNG,Automatic,1662352.15,18.7,1498,5,5212.43
1192,Mahindra,Scorpio-N,2015,Petrol,Automatic,1548690.21,16.7,2184,7,8219.95
1193,Honda,Amaze,2016,Diesel,Automatic,750546.77,19.9,1199,5,3271.86
1194,Mahindra,XUV700,2017,Diesel,Manual,1595108.21,15.7,1997,5,6915.21
1195,Maruti Suzuki,Swift,2016,Diesel,Automatic,840016.87,21.8,1197,5,3642.67
1196,Renault,Triber,2016,Petrol,Automatic,981217.27,17.6,999,7,4251.65
1197,Volkswagen,Vento,2023,Petrol,Automatic,1171667.74,17.4,1598,5,4250.54
1198,Volkswagen,Vento,2020,CNG,Manual,1215733.99,19.0,1598,5,4711.03
